CADDID,PlaceID,FacilityName,Latitude,Longitude,StreetAddress,City,County,ZipCode,RegionalWaterBoard
11705,706538,Azevedo Farms,37.4432,-120.8864,5225 S Tegner Road,Turlock,Stanislaus,95380,5S
11471,706539,S & S Dairy,37.4861,-120.7761,619 South Vincent Road,Turlock,Stanislaus,95380,5S
11472,706541,J & R Areias Dairy,37.5024,-120.776,1109 North Vincent Road,Turlock,Stanislaus,95380,5S
11473,706543,Linhares Dairy,37.4528,-120.8705,4319 South Walnut Road,Turlock,Stanislaus,95380,5S
11731,706544,Kemper Road,37.6944,-120.8603,7231 Kemper Road,Modesto,Stanislaus,95357,5S
11474,706547,Alamo Farms,37.5474,-121.0873,5000 West Keyes Road,Modesto,Stanislaus,95358,5S
11475,706549,"J & J Toste Dairy, Inc.",37.4721,-120.8676,2207 South Walnut Road,Turlock,Stanislaus,95380,5S
11476,706551,"Bar Vee Dairy, Inc.",37.5202,-120.9036,3031 North Washington Road,Turlock,Stanislaus,95380,5S
11477,706552,Nature's Clover Dairy,37.7036,-120.89,4500 Langworth Road,Modesto,Stanislaus,95357,5S
11478,706554,CMC Landholdings LLC #1,37.4807,-120.9035,1318 South Washington Road,Turlock,Stanislaus,95380,5S
11479,706555,"Railside Jersey Farms, LLC",37.5396,-120.9019,6816 North Washington Road,Turlock,Stanislaus,95380,5S
11480,706556,Manuel & Maria Silva Dairy #2,37.4415,-120.8796,2800 White Road,Turlock,Stanislaus,95380,5S
11481,706558,Sousa Family Dairy,37.4522,-120.9943,12801 West Bradbury Road,Turlock,Stanislaus,95380,5S
11482,706559,TD6 Dairy,37.7013,-120.9076,4318 McGee Avenue,Modesto,Stanislaus,95357,5S
11483,706560,Martins Living Trust Dairy,37.6821,-120.8103,10043 Milnes Road,Modesto,Stanislaus,95367,5S
11484,706561,Lemos Jersey Dairy,37.6541,-120.7936,843 Helena Avenue,Waterford,Stanislaus,95386,5S
11485,706562,John W. Boere Dairy,37.6825,-120.831,8973 Milnes Road,Modesto,Stanislaus,95355,5S
11486,706572,6-X Dairy,37.6817,-120.8143,9848 Milnes Road,Modesto,Stanislaus,95357,5S
11487,706578,UC Davis Animal Science Dairy,38.537,-121.7588,201 Dairy Road,Davis,Yolo,95616,5S
11488,706579,Garcia's Registered Jerseys,37.5024,-120.7547,1018 Hickman Road,Turlock,Stanislaus,95380,5S
11489,706580,Germano Soares Dairy #1,37.4268,-120.9538,9201 Hilmar Road,Turlock,Stanislaus,95380,5S
11490,706582,Lucio Corral Cattle,37.4915,-120.9092,207 Holland Drive,Turlock,Stanislaus,95380,5S
11491,706583,Wickstrom Dairy Inc,37.4392,-120.8939,5612 Hultberg Road,Turlock,Stanislaus,95380,5S
11492,706584,Kooistra Dairy,37.4379,-120.8951,5837 Hultberg Road,Turlock,Stanislaus,95380,5S
11493,706586,Vitorino & Sons Dairy,37.4563,-120.874,3918 South Kilroy Road,Turlock,Stanislaus,95380,5S
11494,706587,Valley Cross Dairy,37.4781,-120.9595,1601 West Linwood Avenue,Turlock,Stanislaus,95380,5S
11495,706588,John Brasil Dairy #2,37.4772,-120.9523,9018 West Linwood Avenue,Turlock,Stanislaus,95380,5S
11496,706590,J-S Jiminez Dairy,37.4779,-120.8937,3928 West Linwood Avenue,Turlock,Stanislaus,95380,5S
11497,706591,John Nunes Dairy #2,37.4789,-120.8973,4207 W Linwood Avenue,Turlock,Stanislaus,95380,5S
11498,706945,Pepper Dairy,37.4916,-120.7215,13942 North Pepper Street,Turlock,Merced,95380,5S
11499,706947,Sited Oak Dairy,38.2334,-121.2265,26972 North Dustin Road,Acampo,San Joaquin,95220,5S
11500,711410,S & S Dairy,33.8104,-116.99,1655 North Ramona Boulevard,San Jacinto,Riverside,92582,8
11501,716991,Top Line Dairy #2,36.2009,-119.6854,18705 13th Ave,Hanford,Kings,93230,5F
11502,717358,Jiminez & Son Dairy,34.006,-117.6315,7938 Schaefer Avenue,Ontario,San Bernardino,91761,8
11665,719393,Lakeside Dairy,36.2275,-119.6132,8180 KENT AVENUE,Hanford,Kings,93230,5F
11503,720109,James & John Jongsma Dairy,33.999,-117.5887,9876 Edison Avenue,Ontario,San Bernardino,91762,8
11674,720745,CIRCLE H DAIRY,35.9434,-119.5513,36403 6TH AVENUE,CORCORAN,Kings,93212,5F
11504,726796,Clauss Dairy Farms,37.4049,-120.8778,21670 Bloss Avenue,Hilmar,Merced,95324,5S
11888,727168,DV Heifer Ranch,34.932,-117.1713,37501 Mountain View Road,Hinkley,San Bernardino,92347,6B
11505,727380,Gallo Willow Dairy,37.3312,-120.7966,2973 North Weir Avenue,Livingston,Merced,95334,5S
11506,727463,Fagundes Bros. Dairy #1,37.4954,-120.5302,2510 Turlock Road,Snelling,Merced,95369,5S
11507,727473,Double Creek Dairy,37.2712,-120.3725,1320 South Arboleda Drive,Merced,Merced,95340,5S
11508,727486,"Rodoni Dairy Farms, LP",37.0268,-120.8544,18089 Center Avenue,Los Banos,Merced,93635,5S
11509,727855,Vogt's Holstein Dairies #2,39.7891,-122.1132,7255 Cutler Avenue,Orland,Glenn,95963,5S
11510,727865,J & A Rocha Dairy #2,37.2331,-120.9943,3874 South Hunt Road,Gustine,Merced,95322,5S
11511,727867,R. V. Dairy,37.4295,-120.6331,8000 Meadow Drive,Winton,Merced,95388,5S
11512,727868,Dairy Central Heifers,37.4205,-120.9656,10119 West August Road,Turlock,Stanislaus,95380,5S
11513,727901,Yosemite Jersey Dairy,37.4005,-120.8799,21522 Geer Avenue,Hilmar,Merced,95324,5S
11514,730205,Hoekstra Dairy,37.7726,-120.7951,10836 Hwy 120,Oakdale,Stanislaus,95361,5S
11515,730591,Antero Borges Dairy,37.3198,-120.6235,2226 Hull Road,Atwater,Merced,95301,5S
11516,730622,Lourenco/Wickstrom Dairy #4,37.3423,-120.7829,16126 West Sunset Drive,Livingston,Merced,95334,5S
11517,730625,Sunwest Jersey Dairy,37.4072,-120.8911,22270 Bloss Avenue,Hilmar,Merced,95324,5S
11518,730634,N & C Silveira Dairy,37.4361,-120.8954,6025 Hultberg Road,Turlock,Stanislaus,95380,5S
11519,730673,Couchman Farms,37.5957,-121.0667,3107 Illinois Avenue,Modesto,Stanislaus,95358,5S
11520,731156,Da Silva LP Brennan Road,37.8362,-121.0164,13991 Brennan Road,Escalon,San Joaquin,95320,5S
11521,733096,Hillside Farms,39.6774,-122.2717,3719 County Rd C,Orland,Glenn,95963,5S
11522,733296,"New Hope Dairy, LLC",38.2474,-121.3434,9547 New Hope Road,Galt,Sacramento,95632,5S
11523,734423,Double Diamond Dairy,37.1121,-120.4835,505 East Washington Road,El Nido,Merced,95317,5S
11524,735378,Crossview Dairy,37.7344,-120.762,12530 Warnerville Road,Oakdale,Stanislaus,95361,5S
11525,735382,Nyman Brothers Dairy,37.4187,-120.8573,20445 August Avenue,Hilmar,Merced,95324,5S
11526,736896,Broder Farms,37.419,-120.8892,22245 August Avenue,Hilmar,Merced,95324,5S
11527,736922,Borba Dairy Farms,37.3659,-120.9571,5297 Kelley Road,Hilmar,Merced,95324,5S
11528,737319,Migliazzo & Sons Dairy,37.3568,-120.5514,3645 West Bradshaw Road,Atwater,Merced,95301,5S
11686,737325,Countryside Dairy,36.1654,-119.5307,4th Ave & Ave 208,Corcoran,Kings,93212,5F
11819,739597,Rijlaarsdam Feedlot,36.4173,-119.436,Avenue 360 & Road 60 (1.75 mi South),Traver,Tulare,93277,5F
11889,739632,Parreira Farms,36.0077,-119.3398,9995 Avenue 120,Pixley,Tulare,93256,5F
11529,743915,De Jong Bros Dairy,37.4983,-120.6851,11006 East Avenue,Ballico,Merced,95303,5S
11530,743931,Vista Verde Dairy,37.1582,-120.3877,8923 Bliss Road,Chowchilla,Merced,93610,5S
11531,743935,Charles Ahlem Ranch,37.4137,-120.9135,23546 West American Avenue,Hilmar,Merced,95324,5S
11532,743941,James Ahlem Dairy,37.4253,-120.869,9483 Columbus Avenue,Hilmar,Merced,95324,5S
11533,743944,Nylund Dairy Farms,37.397,-120.8582,20723 Geer Avenue,Hilmar,Merced,95324,5S
11534,743948,Vierra Dairy Farms,37.391,-120.9059,23160 Williams Avenue,Hilmar,Merced,95324,5S
11535,743949,140 Cattle Co.,37.3036,-120.7732,15751 West Hwy 140,Livingston,Merced,95334,5S
11536,743950,California Dairy Farms (CDF) Howard,37.3213,-120.7785,2363 North Howard Road,Livingston,Merced,95334,5S
11537,743981,Carlos C. Lourenco Dairy,37.2802,-120.6073,6558 Oak Avenue,Merced,Merced,95340,5S
11538,743987,Rock-Shar Dairy,37.1849,-120.4361,3025 East Sandy Mush Road,Merced,Merced,95340,5S
11539,744972,Mission Livestock,39.681,-122.1868,6569 County Rd 27,Orland,Glenn,95963,5S
11540,745165,Joe O Rocha Dairy Inc.,37.4478,-120.8211,18451 East Bradbury Road,Turlock,Merced,95380,5S
11541,745172,Joe Alves & Son Dairy,37.4873,-120.7031,13745 Newport Road,Turlock,Merced,95380,5S
11542,745179,3A Teixeira/Double Dutch Dairy,37.475,-120.7759,12926 North Vincent Road,Turlock,Merced,95380,5S
11543,745203,De Wit Dairy,38.2163,-121.2381,6610 East Collier Road,Acampo,San Joaquin,95220,5S
11544,745258,Red Rock Dairy,37.2116,-120.4697,5020 Hwy 59,Merced,Merced,95340,5S
11545,745264,JG Weststeyn Dairy,39.4279,-122.2798,5747 County Rd 65,Willows,Glenn,95988,5S
11546,745281,Vander Schaff Dairy #1,37.8508,-121.1132,12739 Murphy Road,Escalon,San Joaquin,95320,5S
11547,745284,G & H Dairy,37.808,-121.0309,16996 Sexton Road,Escalon,San Joaquin,95320,5S
11548,745349,Van Exel Dairy #1,38.1661,-121.3991,20002 North Thornton Road,Lodi,San Joaquin,95242,5S
11697,745390,Alston Farms Dairy 2,39.819,-122.1792,22954  Christian Road,Orland,Tehama,95963,5R
11549,745425,Dairy Central,37.3849,-120.9547,6626 North Central Avenue,Hilmar,Merced,95324,5S
11550,745430,Denizma Dairy,37.6674,-120.8787,6249 Parker Road,Modesto,Stanislaus,95355,5S
11551,745468,KB Dairy #1,37.7158,-120.8939,5254 Langworth Road,Oakdale,Stanislaus,95361,5S
11552,747361,Tadema Heifer Ranch,33.9759,-117.6097,931 Remington Ave,Chino,San Bernardino,91710,8
11670,749268,PHILIP VERWEY FARMS DAIRY,36.1856,-119.6892,19765 13TH AVENUE,HANFORD,Kings,93230,5F
11553,752320,Art Venegas Dairy - Euclid,34.0024,-117.6505,13835 Euclid Avenue,Ontario,San Bernardino,91762,8
11554,755742,Tadema Cattle Co - Edison,33.9972,-117.5732,10573 Edison Avenue,Ontario,San Bernardino,91761,8
11555,759008,Marquez - Walker Ave. Heifer Ranch,34.0005,-117.619,13975 Walker Avenue,Ontario,San Bernardino,91762,8
11556,759011,Gordon Dairy #2,33.99,-117.5671,14482 Scholar Way,Ontario,San Bernardino,91761,8
11557,759281,Bosch Heifer Ranch,34.0118,-117.6049,9145 Chino Avenue,Ontario,San Bernardino,91761,8
11558,763376,American Beef Packers,34.0043,-117.6334,7777 Schaefer Avenue,Ontario,San Bernardino,91761,8
11559,765780,Boys Republic Farm,33.9964,-117.7236,1907 Boys Republic Drive,Chino Hills,San Bernardino,91709,8
11676,766682,Harmsen Dairy,34.9128,-117.1387,23920 Community Blvd,Hinkley,San Bernardino,92347,6B
11886,766756,Alamo Mocho Ranch,34.9016,-117.1522,35987 Summerset Road,Hinkley,San Bernardino,92347,6B
11677,766761,High Desert Dairy,34.7446,-117.9537,9753 East Avenue F8,Lancaster,Los Angeles,93535,6B
11560,767903,Aggio Dairy Inc.,38.4392,-122.8259,5915 Hall Road,Santa Rosa,Sonoma,95401,1
11561,768243,DeBernardi Dairy,38.2755,-122.8026,7955 Valley Ford Road,Petaluma,Sonoma,94952,1
11562,768245,McClelland's Dairy,38.2556,-122.7575,6475 Bodega Avenue,Petaluma,Sonoma,94952,1
11563,768246,Renati Dairy,38.33,-122.8811,5950 Carroll Road,Petaluma,Sonoma,94952,1
11564,768247,Bucher Farms,38.5474,-122.8751,5285 Westside Road,Healdsburg,Sonoma,95448,1
11565,768248,Alexandre Acres,40.6005,-124.2321,210 Sage Road,Ferndale,Humboldt,95536,1
11566,768249,Sea Mist Organics,40.7312,-124.1822,761 Showers Road,Eureka,Humboldt,95503,1
11567,768250,Alexandre Ecodairy,41.8983,-124.1473,2250 Fred Haight Drive,Smith River,Del Norte,95567,1
11568,773616,Hansen Ranch,38.2687,-122.7766,2915 Pepper Road,Petaluma,Sonoma,94952,1
11569,773621,Beretta Dairy,38.3908,-122.7729,3233 Llano Road,Santa Rosa,Sonoma,95407,1
11570,773626,"Cahill Organic Dairy - Fulmor Road, Ferndale",40.6112,-124.2493,1073 Fulmor Road,Ferndale,Humboldt,95536,1
11571,773654,Charles D. Martin Dairy,41.5588,-122.8854,7712 North Highway 3,Fort Jones,Siskiyou,96032,1
11572,773657,Diamond W Ranch,38.3023,-122.8248,9420 Valley Ford Road,Petaluma,Sonoma,94952,1
11573,773658,Carinalli Dairy,38.3508,-122.7616,4905 South Gravenstein Highway,Sebastopol,Sonoma,95472,1
11574,773659,Hale Dairy,41.4945,-122.8967,441 Holzhauser Lane,Etna,Siskiyou,96027,1
11575,774644,Jim Walker Dairy,40.577,-124.1998,Waddington Road,Ferndale,Humboldt,95536,1
11576,774713,Mello Dairy,38.403,-122.7879,2700 Llano Road,Santa Rosa,Sonoma,95407,1
11577,775044,Mazzetta Dairy,38.2799,-122.7534,1798 Pepper Road,Petaluma,Sonoma,94952,1
11578,775046,Moretti Family Dairy,38.2777,-122.9398,3000 Whitaker Bluff Road,Petaluma,Marin,94952,1
11579,775054,Neil McIsaac & Son Inc.,38.2484,-122.8246,1315 Tomales Petaluma Road,Petaluma,Marin,94952,1
11580,775066,Palmer Westbrook Dairy,41.9253,-124.1481,125 West First Street,Smith River,Del Norte,95567,1
11581,775444,Rancho Laguna Dairy,38.4627,-122.8314,4106 Piner Road,Santa Rosa,Sonoma,95401,1
11582,775497,Reservation Ranch,41.9213,-124.1647,330 Sarina Road N,Smith River,Del Norte,95567,1
11583,775502,Justin Sandahl Dairy,41.6728,-122.5247,4515 Montague Grenada Road,Montague,Siskiyou,96064,1
11584,775508,Sarvinski Dairy,40.6011,-124.2716,411 Dillon Road,Ferndale,Humboldt,95536,1
11585,775511,Shinn Dairy,40.5798,-124.2043,1990 Waddington Road,Ferndale,Humboldt,95536,1
11586,775513,"Wetherell Ranch, Inc.",41.8943,-124.158,8300 Bailey Road,Crescent City,Del Norte,95531,1
11587,775626,Bordessa Dairy,38.3181,-122.9306,14055 Valley Ford Estero Road,Valley Ford,Sonoma,94972,1
11588,775652,Joseph Camozzi Dairy,38.3022,-122.7407,388 Mecham Road,Petaluma,Sonoma,94952,1
11589,775663,Correia Dairy,38.2824,-122.7405,1537 Pepper Road,Petaluma,Sonoma,94952,1
11590,775677,Richard Hughes Dairy,38.3517,-122.9516,16001 Bodega Highway,Bodega,Sonoma,94922,1
11591,775718,CSU Chico Dairy Facility,39.6903,-121.8242,311 Nicholas C Shouten Lane,Chico,Butte,95928,5R
11592,775833,Triple C Ranch,38.2811,-122.7641,2261 Pepper Road,Petaluma,Sonoma,94952,1
11593,776581,Ielmorini Moody Ranch,38.3161,-122.9127,1001 Middle Road,Petaluma,Marin,94952,1
11594,776593,McCall Dairy,38.2789,-122.9242,3989 Middle Road,Fallon,Marin,94952,1
11595,777120,Ocean Breeze Dairy,38.3163,-122.9428,13601 Valley Ford Cutoff,Bodega,Sonoma,94922,1
11596,777410,Radelfinger Dairy,40.5957,-124.2196,2001 State Highway 211,Ferndale,Humboldt,95536,1
11597,777425,Robert McClelland Dairy,38.3164,-122.8928,13200 Valley Ford,Petaluma,Sonoma,94952,1
11598,777428,Tedsen & Son Dairy,41.9068,-124.1704,355 Pala Road,Crescent City,Del Norte,95531,1
11599,777660,Brodt Dairy West,40.6002,-124.2607,1000 Bertelsen Lane,Ferndale,Humboldt,95536,1
11600,778506,Spring Hill Jersey Cheese,38.239,-122.7628,4235 Spring Hill Road,Petaluma,Sonoma,94592,1
11601,779747,Riverside Dairy,40.5976,-124.2905,469 Riverside Road,Ferndale,Humboldt,95536,1
11602,779775,Boldrini Dairy,40.6009,-124.2294,225 Sage Road,Ferndale,Humboldt,95536,1
11603,779800,"Cahill Organic Dairy - Goble Lane, Ferndale",40.6008,-124.2149,26 Goble Lane,Ferndale,Humboldt,95536,1
11604,779837,Coppini Lane Jerseys,40.5831,-124.2394,720 Coppini Lane,Ferndale,Humboldt,95536,1
11605,779853,Del Biaggio Dairy #2,40.6372,-124.2266,2710 Eel River Drive,Loleta,Humboldt,95551,1
11606,779855,Leonardi Dairy,40.5895,-124.2018,1291 Waddington Road,Ferndale,Humboldt,95536,1
11607,779864,Regli Jerseys,40.5815,-124.2332,500 Witman Lane,Ferndale,Humboldt,95536,1
11608,779868,Reas Creek Dairy,40.5937,-124.2893,2238 Port Kenyon Road,Ferndale,Humboldt,95536,1
11609,779876,M&N Miranda Dairy,40.578,-124.181,245 Renner Lane,Ferndale,Humboldt,95536,1
11610,779936,Scilacci Dairy,40.5198,-124.1507,200 Metropolitan Road,Fortuna,Humboldt,95540,1
11611,779954,Toste Dairy,40.606,-124.2744,890 Dillon Road,Ferndale,Humboldt,95536,1
11612,779957,Vevoda Holsteins Dairy,40.5506,-124.1718,255 Price Creek School Road,Ferndale,Humboldt,95536,1
11613,779971,Luke McCanless Dairy #1  (McCanless Home Dairy),40.5581,-124.2089,591 Crosby Rd,Ferndale,Humboldt,95536,1
11614,780113,Grizzly Bluff Holsteins,40.5565,-124.1676,6307 Grizzly Bluff Road,Ferndale,Humboldt,95536,1
11615,780162,Dotti Brothers Dairy,38.4167,-122.7886,1040 Irwin Lane,Santa Rosa,Sonoma,95401,1
11616,780176,Perucchi Dairy,38.3541,-122.9523,16000 Bodega Highway,Bodega,Sonoma,94922,1
11617,780179,Steve Riebli Dairy,38.3571,-122.801,1615 Cunningham Road,Sebastopol,Sonoma,95472,1
11618,780183,Del Mar Farms,38.9669,-123.7054,44700 Biaggi Road,Manchester,Mendocino,95459,1
11619,780189,Mello Farms,38.4038,-122.7753,1811 Ludwig Avenue,Santa Rosa,Sonoma,95407,1
11620,780190,Mountain View Jerseys,38.3282,-122.9363,15000 Highway 1,Valley Ford,Sonoma,94972,1
11621,780339,Deer Valley Dairy West,38.296,-122.7947,1170 Walker Road,Petaluma,Sonoma,94952,1
11622,780343,Deer Valley Dairy East,38.295,-122.7881,1054 Walker Road,Petaluma,Sonoma,94952,1
11623,780472,O'Neil Dairy,40.6446,-124.2636,1875 Cannibal Island Road,Loleta,Humboldt,95551,1
11624,780475,JS Moreda Dairy,38.2731,-122.8999,28900 Highway 1,Tomales,Marin,94971,1
11625,780478,Riverside Ranch (Boynton Dairy),40.5983,-124.2809,815 Riverside Road,Ferndale,Humboldt,95536,1
11626,780632,TerriLinda Dairy,38.3463,-122.7383,5368 Stony Point Road,Cotati,Sonoma,94931,1
11627,780680,Joe Pinheiro Dairy,38.4272,-122.8024,699 Piezzi Road,Santa Rosa,Sonoma,95401,1
11628,780688,Niles Ranches,40.6432,-124.2488,1111 Cannibal Island Road,Loleta,Humboldt,95551,1
11629,780770,John Mattos Dairy - Diamond M Valley Dairy - Pepper Road,38.2873,-122.7524,1795 Pepper Road,Petaluma,Sonoma,94952,1
11630,780773,John Mattos Dairy - Diamond M Dairy - Hammel Road,38.2999,-122.7613,602 Hammel Road,Petaluma,Sonoma,94952,1
11631,780831,Michael A. Boynton Dairy,40.6033,-124.2783,610 Dillon Road,Ferndale,Humboldt,95536,1
11632,780837,Avelar Brothers Dairy,40.617,-124.2638,647 Nissen Road,Ferndale,Humboldt,95536,1
11633,780839,Willow Creek Jerseys,38.3128,-122.8474,6687 Moro Street,Petaluma,Sonoma,94952,1
11634,780910,Robert Hansen Dairy,40.5482,-124.1642,6950A Grizzly Bluff Road,Ferndale,Humboldt,95536,1
11635,781092,Jordan Creek Family Partnership - Both Properties,41.7894,-124.1499,2300 Elk Valley Road,Crescent City,Del Norte,95531,1
11636,781094,Fern Vallee Farms,40.6193,-124.2122,4337 Eel River Drive,Fortuna,Humboldt,95540,1
11637,781096,Borges Dairy,41.8925,-124.146,2445 Fred Haight Drive,Smith River,Del Norte,95567,1
11638,781101,Green Acres Dairy,40.5724,-124.1874,595 Pleasant Point Road,Ferndale,Humboldt,95536,1
11639,781168,"George Bianchi, Inc. Home Ranch",38.265,-122.7738,3151 Pepper Road,Petaluma,Sonoma,94952,1
11640,781183,Joe Matos Cheese Factory,38.3834,-122.7743,3669 Llano Road,Santa Rosa,Sonoma,95407,1
11641,781195,Duncan Dairy,38.2256,-122.8177,1265 Tomales Road,Petaluma,Marin,94952,1
11642,781196,Jones Family Dairy,38.3793,-122.6474,4709 Guenza Road,Santa Rosa,Sonoma,95404,1
11643,781198,Del Biaggio Dairy,40.5939,-124.2461,3155 Highway 211,Ferndale,Humboldt,95536,1
11644,781492,Gillian's Dairy,38.2541,-122.7373,4000 Middle Two Rock Road,Petaluma,Sonoma,94952,1
11645,781494,Lois Byrns Dairy,41.2924,-124.0519,535 Drydens Road,Orick,Humboldt,95555,1
11646,782059,Couco Creek Dairy,37.4613,-120.9078,3303 South Washington Road,Turlock,Stanislaus,95381,5S
11885,786176,UC Davis Research Center,32.8046,-115.4475,1004 East Holton Road,El Centro,Imperial,92243,7
11647,786629,Ferreira Dairy,40.8981,-124.1189,4530 Lanphere Road,Arcata,Humboldt,95521,1
11648,788929,McClelland Dairy West,38.3587,-122.7634,5000 Llano Road,Sebastopol,Sonoma,95472,1
11649,791458,Silva Family Dairy,38.231,-122.8616,1599 Cerini Road,Tomales,Marin,94971,2
11650,803515,Bootsma Silva Farms,33.7959,-117.0337,541 North Warren Road,San Jacinto,Riverside,92582,8
11651,807587,Charleston Road Dairy,36.9839,-120.8472,19556 W Charleston Rd,Los Banos,Merced,93635,5S
11887,808462,Green Valley Farm,34.903,-117.1247,24707 Community Blvd,Hinkley,San Bernardino,92347,6B
11900,809308,DeJager Dairy Heifer Facility,37.1183,-120.4238,11525  Knowles Road,El Nido,Merced,95317,5S
11652,810786,Kruppa-Plett Facility,37.4552,-120.828,18851 East Clausen Road,Turlock,Merced,95315,5S
11653,811589,OK Cattle - Eucalyptus,33.9903,-117.6505,7278 1/2 Eucalyptus Avenue,Ontario,San Bernardino,91710,8
11820,811979,JL Fragoso Cattle Company,36.2979,-119.5991,7871  Houston Avenue,Hanford,Kings,93230,5F
11654,813107,Mello 3 Llano Oaks Dairy,38.3764,-122.7701,3915 Llano Road,Santa Rosa,Sonoma,95407,1
11655,818236,JNM Dairy,37.6058,-121.1363,7742 Paradise Road,Modesto,Stanislaus,95358,5S
11656,820995,Vogts Dairy #3,39.8118,-122.1395,485 Capay Road,Orland,Tehama,95963,5S
11732,823603,"J & T Cattle Company, Inc",37.6161,-120.4994,27552 Lake Road,La Grange,Stanislaus,95329,5S
11657,823819,Albin Livestock,40.5986,-124.2595,1009 Bertelsen Lane,Ferndale,Humboldt,95536,1
11821,829113,Grimmius Cattle Company - West Ranch,36.1063,-119.9347,26020  Omaha Avenue,Kettleman City,Kings,93239,5F
11658,829568,OK Cattle - Schaefer,34.0017,-117.6504,13831 Euclid,Ontario,San Bernardino,91762,8
11659,831006,Gerald Spaletta Dairy,38.2855,-122.6517,500 Ormsby Lane,Petaluma,Sonoma,94954,2
11660,831008,Volpi Dairy Inc.,38.1814,-122.67,5450 Red Hill Road,Petaluma,Sonoma,94952,2
11661,831010,Harley Farms Inc.,37.2566,-122.3712,205 North St,Pescadero,San Mateo,94060,2
11893,841968,Aguiar Feedlot / Former Dairy,38.9178,-121.2831,2443  McCourtney Road,Lincoln,Placer,95648,5S
11822,844515,Tulare County Stockyard,36.4867,-119.3569,9641  Avenue 384,Dinuba,Tulare,93618,5F
11782,848725,Massaro Heifer Facility (H-1),37.0503,-120.2493,20691 Road 16,Chowchilla,Madera,93610,5F
11783,848730,Mandala Heifer Facility (H-2),37.0425,-120.2683,15321 Avenue 20,Chowchilla,Madera,93610,5F
11784,848991,Homeland Cattle LLC,35.9455,-119.562,36409 6th Ave,Corcoran,Kings,93212,5F
11785,849066,MSFD Feedlot,36.1393,-119.2974,19257 Rd. 124,Tulare,Tulare,93272,5F
11823,849067,Van Dyk Cattle Co.,36.4271,-119.5987,3275 South 8th Avenue,Hanford,Kings,93230,5F
11824,849069,West Lake Cattle Company LLC,36.1708,-119.7391,20251  14 1/2 Avenue,Stratford,Kings,93266,5F
11786,849115,White Ranch (Island Heifers),35.9358,-119.5436,35563 6th Avenue,Corcoran,Kings,93212,5F
11825,849142,Proctor,37.1001,-120.2949,24220  Road 14,Chowchilla,Madera,93610,5F
11826,849178,A & B Heifer Ranch,35.9833,-119.4661,4725  Avenue 108,Corcoran,Tulare,93212,5F
11827,849180,Frings Ranch #1,36.1425,-119.24,14998  Avenue 192,Tulare,Tulare,93274,5F
11828,849207,Grimmius Cattle Company - Home Ranch,36.2029,-119.56,5715  Kansas Avenue,Hanford,Kings,93230,5F
11787,849259,Bar E Heifer Ranch,36.3727,-119.5678,6058 Flint AVE,Hanford,Kings,93230,5F
11829,849283,AJF Heifer Ranch,37.081,-120.2849,22800  Road 14 1/2,Chowchilla,Madera,93610,5F
11830,849289,Overland Stock Yard,36.3197,-119.6172,10565  9th Avenue,Hanford,Kings,93230,5F
11831,849293,Outback Ranch,36.2933,-119.4843,12202  1st Avenue,Hanford,Kings,93230,5F
11832,849488,Pahrump Heifer Ranch,36.156,-119.7321,15362  Manteca Avenue,Stratford,Kings,93266,5F
11788,849493,Echeverria Feedlot,35.206,-119.0949,8529 Bear Mountain Blvd.,Bakersfield,Kern,93313,5F
11833,849495,Pond Heifer Ranch,35.726,-119.4245,11695  Jumper Avenue,Wasco,Kern,93280,5F
11769,849533,Robinson Calf Ranch,35.2793,-118.9936,1001 E. Hosking Ave,Bakersfield,Kern,93307,5F
11789,849534,Robinson Feedlot,35.206,-119.0817,7347 Bear Mountain Blvd.,Bakersfield,Kern,93383,5F
11834,849535,Fresno Livestock,36.6477,-119.8005,559 West Lincoln Avenue,Fresno,Fresno,93706,5F
11763,849538,Bar VP Feedlot,35.9567,-119.3399,9181 Road 104,Pixley,Tulare,93256,5F
11770,849544,Gist Heifer Ranch,36.2526,-119.3792,2299 W Oakdale,Tulare,Tulare,93274,5F
11764,849589,Gold Star Cattle Ranch #2,36.126692,-119.436894,5978 Avenue 184,Tulare,Tulare,93274,5F
11835,849594,L & J Vanderham Heifer Ranch,35.9908,-119.5233,2373  Avenue 112,Corcoran,Tulare,93212,5F
11771,849597,Koetsier Family Trust Feedlot,36.2131,-119.4145,7116 Ave 232,Tulare,Tulare,93274,5F
11836,849646,SBS Ag Heifers 68,36.1522,-119.4196,19972  Road 68,Tulare,Tulare,93274,5F
11837,849654,Tulare Sales Yard Inc.,36.1674,-119.3378,4013 South K Street,Tulare,Tulare,93274,5F
11838,849658,Frank Pires Heifers,36.2388,-119.4363,5784  Cartmill Avenue,Tulare,Tulare,93274,5F
11839,849663,Jason & Julie Starr,36.1728,-119.7842,18039  Lakeview Avenue,Stratford,Kings,93266,5F
11790,849725,3H Cattle Co.,36.1828,-119.5593,19690 6th AVE,Corcoran,Kings,93230,5F
11840,849732,Nevada Heights,36.1649,-119.6695,21001  10 1/2 Avenue,Hanford,Kings,93230,5F
11841,849746,Merritt Ranch Feedlot,35.9975,-119.219,11307  Road 160,Pixley,Tulare,93256,5F
11842,849808,Mendes Calf Ranch #1,36.0964,-119.2747,13356  Avenue 168,Tipton,Tulare,93272,5F
